产地,产品类型,阶段,检验日期,生产日期,产品编号,规格型号,材质分类,产品分类,产品批号,原材料,原材料批号,模具编号,总数量,合格数,一次硫化合格率,"不合格
数量",一次硫化缺胶,"一次硫化开
裂",一次硫化杂质,型腔坏,一硫尺寸不合格,"一次硫化合模线
撕裂","一次硫
化粘模",一次硫化污染,"一次硫化
凹陷",一次硫化合模线粗,一次硫化流痕,一次硫化气泡,一次硫熔接不良,"一次硫化
其他",操作员,二次硫化检查总数pcs,"总不
合格数pcs","总合
格率%",最终良品数pcs,污染,"杂质
","表面
凹陷","合模线
凹陷",合模线撕裂,"粘胶
",粘皮,缺胶,断裂,毛刺,开裂 ,气泡,压痕,尺寸不合格,粘模,划伤,表面发亮异点,修边不良,油污,焦烧,堵孔,水印印迹,变形,合模线开裂,合模线分开,拉丝,裁断不良,"胶
不
熟",加工痕迹,生锈,流痕,熔接不良,色差,打磨过度,混料,激光不良,其他,检验员,工时数H,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/24,2024/4/25,0101020527,FKM红色60邵A 234.1*94.8*6.5,FKM红色,定制异形件,2024042881,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,212,29,86.32%,183,0,4,5,0,0,0,0,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,曹文文,2,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/24,2024/4/26,0101020527,FKM红色60邵A 234.1*94.8*6.5,FKM红色,定制异形件,2024042881,,,,172,,0.00%,0,,,,,,,,,,,,,,,,172,24,86.05%,148,0,4,7,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,曹文文,2.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/24,2024/4/24,0101020527,FKM红色60邵A 234.1*94.8*6.5,FKM红色,定制异形件,2024042881,,,,505,,0.00%,0,,,,,,,,,,,,,,,,444,84,81.08%,360,0,43,22,0,0,0,0,12,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,曹文文,6.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/24,2024/5/18,0101020211,VMQ蓝色50邵A Seal Mat 自出油,VMQ蓝色,定制异形件,2024053110,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,2141,141,93.41%,2000,0,2,75,0,0,0,0,18,0,34,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,陈燕,11,,,,,,,,,,,,,,,,
上海,汽车,量产,2024/5/24,2024/3/28,0102010072,FVMQ红棕色57邵A 平膜片 22.6*2.2*0.7,FVMQ红棕色,膜片,23121977,XG6006C,24-SO-66,0603010156-C,11088,11088,100.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,王杰,3219,219,93.20%,3000,0,116,4,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,汪艳,8,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/24,2024/5/12,0101020527,FKM红色60邵A 234.1*94.8*6.5,FKM红色,定制异形件,2024042881,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,503,217,56.86%,286,0,64,50,0,0,0,0,90,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,李春仙,5.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/24,2024/4/23,0101020527,FKM红色60邵A 234.1*94.8*6.5,FKM红色,定制异形件,2024042881,,,,177,,0.00%,0,,,,,,,,,,,,,,,,178,97,45.51%,81,0,62,20,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,李春仙,1.67,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/24,2024/4/23,0101020527,FKM红色60邵A 234.1*94.8*6.5,FKM红色,定制异形件,2024042881,,,,314,,0.00%,0,,,,,,,,,,,,,,,,314,195,37.90%,119,119,0,36,0,0,0,0,32,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,李春仙,3.83,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/24,2024/5/17,0103060001,背胶 + VMQ浅绿色40邵A 37.45*58.51*5,VMQ浅绿色,背胶产品,2024053078,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,644,0,100.00%,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,杨连芳,3.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/24,2024/5/16,0103060001,背胶 + VMQ浅绿色40邵A 37.45*58.51*5,VMQ浅绿色,背胶产品,2024053077,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,709,0,100.00%,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,杨连芳,4,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/24,2024/5/16,0103060001,背胶 + VMQ浅绿色40邵A 37.45*58.51*5,VMQ浅绿色,背胶产品,202421047,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,751,0,100.00%,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,杨连芳,3.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/24,2024/1/18,0101020345,VMQ红色70邵A φ7.93 Sealing Ball,VMQ红色,定制异形件,240116-0001,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,1289,79,93.87%,1210,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,任菊,6.09,,,,,,,,,,,,,,,,
外购,,,2024/5/24,,,小绿牌,,,,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,2531,1,99.96%,2530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,任菊,0.58,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/24,2024/5/5,0101020262,FKM黑色75邵A A6-0625-291,FKM黑色,定制异形件,2024053026,,,,5790,,0.00%,0,,,,,,,,,,,,,,,,3250,140,95.69%,3110,0,6,73,0,0,0,48,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,任菊,4.33,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/24,2024/5/17,0101020490,FVMQ米黄色60邵A 伞型阀膜片1 φ15.4,FVMQ米黄色,定制异形件,2024053093,,,,5125,,0.00%,0,,,,,,,,,,,,,,,,5078,1418,72.08%,3660,0,201,0,0,0,0,0,165,0,1051,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,苏莹丹,5.5,,,,,,,,,,,,,,,,
外购,/,/,2024/5/24,/,0904020011,T6061铝 φ197.28*3.15,/,金属零件,/,/,/,/,1,,0.00%,0,,,,,,,,,,,,,,,,1,0,100.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,苏莹丹,0.08,,,,,,,,,,,,,,,,
外购,/,/,2024/5/24,/,0904020012,T6061铝 φ199.3*0.8,/,金属零件,/,/,/,/,1,,0.00%,0,,,,,,,,,,,,,,,,1,0,100.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,苏莹丹,0.08,,,,,,,,,,,,,,,,
上海,汽车,样品,2024/5/24,2024/5/23,0103020123,不锈钢 + 低温FKM黑色75邵A Rivet cpl,FKM黑色,橡胶金属结合件,24042993,KC7501118AVPL,2M02404180017,0604040091,192,184,95.83%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,梁承刚,184,174,5.43%,10,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,苏莹丹,1.25,,,,,,,,,,,,,,,,
上海,汽车,样品,2024/5/24,2024/5/23,0103020124,不锈钢 + 低温FKM黑色75邵A Rivet cpl,FKM黑色,橡胶金属结合件,24042993,KC7501118AVPL,2M02404180017,0604040091,163,163,100.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,梁承刚,163,152,6.75%,11,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,苏莹丹,0.83,,,,,,,,,,,,,,,,
上海,半导体,样品,2024/5/25,2024/5/23,1401040008,FKM黑色70邵A 824.64*5.33,FKM黑色,定制O型圈,2024053154,HPE5021SP,B2024051591,0601010697,2,2,100.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,代曹磊,2,0,100.00%,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,方园园,0.67,,,,,,,,,,,,,,,,
上海,半导体,样品,2024/5/25,2024/5/23,0101020782,FKM黑色60邵A  FIMS外门密封胶片  419*361*2.5,FKM黑色,定制异形件,2024053100,HPE5021ESD-9,B2024043085/B2024051681,0601020369,9,9,100.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,姚书川,9,9,0.00%,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,,,0,方园园,0.58,,,,,,,,,,,,,,,,
上海,半导体,样品,2024/5/25,2024/5/24,0101011834,EPDM耐油墨黑色70-75邵A 53*3.5,EPDM耐油墨黑色,O型圈,2024053099,E7022,2DP2311170005,0601050413,15,10,66.67%,5,0,0,0,5,0,0,0,0,0,,0,0,0,0,彭烁,10,10,0.00%,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,方园园,0.17,,,,,,,,,,,,,,,,
上海,半导体,样品,2024/5/25,2024/5/24,1202040023,FKM黑色70邵A 557.66*6.99,FKM黑色,定制O型圈,2024043015,HPE5021WR,2M02402060007,0601010725,9,6,66.67%,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,燕秀梅,6,0,100.00%,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,方园园,1,,,,,,,,,,,,,,,,
上海,半导体,样品,2024/5/25,2024/5/24,1202040024,FKM黑色70邵A 571.50*6.99,FKM黑色,定制O型圈,2024043015,HPE5021WR,2M02402060007,0601010726,8,6,75.00%,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,于鑫鑫,6,0,100.00%,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,方园园,0.91,,,,,,,,,,,,,,,,
上海,半导体,样品,2024/5/25,2024/5/23,1202012268,FKM黑色70邵A 2-268 215.49*3.53,FKM黑色,美标O型圈,2024053136,HPE5021WR,2M02402060007,0601050494,62,60,96.77%,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,燕秀梅,60,0,100.00%,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,方园园,3.91,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/25,2023/10/17,0101020404,EPDM紫色70邵A BY07腰型密封圈 65.2*35.2*8.7,EPDM紫色,定制异形件,2023090099,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,413,13,96.85%,400,1,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,肖亚男,1,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/25,2024/5/20,0101020225,VMQ绿色50邵A Seal Mat φ15.2*7,VMQ绿色,定制异形件,2024053110-2,,,,3920,,0.00%,0,,,,,,,,,,,,,,,,2334,334,85.69%,2000,0,0,128,0,0,0,0,11,0,164,2,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,肖亚男,10,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/25,2024/5/20,0101020211,VMQ蓝色50邵A Seal Mat 自出油,VMQ蓝色,定制异形件,2024053110,,,,4750,,0.00%,0,,,,,,,,,,,,,,,,2900,150,94.83%,2750,0,0,75,0,0,0,0,30,0,0,1,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,任菊,11,,,,,,,,,,,,,,,,
上海,汽车,量产,2024/5/25,2024/3/27,0102010072,FVMQ红棕色57邵A 平膜片 22.6*2.2*0.7,FVMQ红棕色,膜片,23121977,AFS-XG6006C,24-SO-88,0603010156-C,,,#DIV/0!,0,,,,,,,,,,,,,,,,5726,226,96.05%,5500,0,153,0,0,0,45,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,时光元,5.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/25,2024/4/7,0101020225,VMQ绿色50邵A Seal Mat φ15.2*7,VMQ绿色,定制异形件,2024032607-2,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,478,18,96.23%,460,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,时光元,1.5,,,,,,,,,,,,,,,,
上海,汽车,量产,2024/5/25,2024/3/12,0102010079,FVMQ橘红色60邵A 单向阀阀片 φ14.5*φ2.6*0.6,FVMQ橘红色,膜片,24012133,SF6041-XG,Q02528,0603010151,25596,25596,100.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,隗远圆,0,0,#DIV/0!,6000,0,575,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,时光元,3,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/25,2024/5/20,0101020211,VMQ蓝色50邵A Seal Mat 自出油,VMQ蓝色,定制异形件,2024053110,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,562,62,88.97%,500,0,7,37,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,曹长侠,4,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/25,2024/5/18,0101020211,VMQ蓝色50邵A Seal Mat 自出油,VMQ蓝色,定制异形件,2024053110,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,173,63,63.58%,110,0,0,44,0,0,0,0,0,0,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,陈燕,5,,,,,,,,,,,,,,,,
上海,汽车,量产,2024/5/25,2024/3/12,0102010079,FVMQ橘红色60邵A 单向阀阀片 φ14.5*φ2.6*0.6,FVMQ橘红色,膜片,24012133,SF6041-XG,Q02528,0603010151,,,#DIV/0!,0,,,,,,,,,,,,,,,,6761,761,88.74%,6000,0,686,0,0,0,0,0,0,0,0,0,0,0,0,0,49,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,陈燕,6,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/25,2024/5/24,0102010006,FVMQ红棕色60邵A 2.8*14.4*0.6,FVMQ红棕色,膜片,24053043,,,,24624,,0.00%,0,,,,,,,,,,,,,,,,8693,2693,69.02%,6000,0,967,64,0,0,4,0,0,0,0,0,0,0,0,0,0,1658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,林顺春,6.5,,,,,,,,,,,,,,,,
上海,汽车,量产,2024/5/25,2024-3-13-1,0102010079,FVMQ橘红色60邵A 单向阀阀片 φ14.5*φ2.6*0.6,FVMQ橘红色,膜片,24012133,SF6041-XG,Q02528,0603010151,,,#DIV/0!,0,,,,,,,,,,,,,,,,4446,1046,76.47%,3400,0,816,0,0,0,2,0,0,0,0,0,0,0,0,0,78,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,姚月平,3.5,,,,,,,,,,,,,,,,
上海,汽车,量产,2024/5/25,2024/4/1,0102010072,FVMQ红棕色57邵A 平膜片 22.6*2.2*0.7,FVMQ红棕色,膜片,23121977,XG6006C,24-SO-88,0603010156-C,,,#DIV/0!,0,,,,,,,,,,,,,,,,5767,147,97.45%,5620,0,131,7,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,林顺春,4.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/25,2024/5/18,0101020225,VMQ绿色50邵A Seal Mat φ15.2*7,VMQ绿色,定制异形件,2024053110-2,,,,5475,,0.00%,0,,,,,,,,,,,,,,,,1815,315,82.64%,1500,0,0,58,0,0,0,0,43,0,212,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,姚月平,7.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/25,2024/5/20,0101020211,VMQ蓝色50邵A Seal Mat 自出油,VMQ蓝色,定制异形件,2024053110,,,,4735,,0.00%,0,,,,,,,,,,,,,,,,2361,111,95.30%,2250,0,0,76,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,杨连芳,11,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/25,2024/5/20,0101020211,VMQ蓝色50邵A Seal Mat 自出油,VMQ蓝色,定制异形件,2024053110,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,942,82,91.30%,860,0,0,39,0,0,0,0,6,0,32,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,陈安琪,5.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/25,2024/4/28,0101020244,FKM黑色75邵A φ26.57*8.71  D-0625-521,FKM黑色,定制异形件,2024042959,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,2694,94,96.51%,2600,0,0,57,0,0,0,0,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,陈安琪,5.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/25,2024/4/24,0101020527,FKM红色60邵A 234.1*94.8*6.5,FKM红色,定制异形件,2024042881,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,63,13,79.37%,50,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,曹文文,0.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/25,2024/5/18,0101020211,VMQ蓝色50邵A Seal Mat 自出油,VMQ蓝色,定制异形件,2024053110,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,1724,34,98.03%,1690,0,0,0,0,0,0,0,8,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,曹文文,10.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/25,2024/5/22,0101020211,VMQ蓝色50邵A Seal Mat 自出油,VMQ蓝色,定制异形件,2024053169,,,,4230,,0.00%,0,,,,,,,,,,,,,,,,1964,464,76.37%,1500,0,0,274,0,0,0,0,14,0,119,11,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,李春仙,11,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/25,2024/5/21,0101020211,VMQ蓝色50邵A Seal Mat 自出油,VMQ蓝色,定制异形件,2024053110,,,,2710,,0.00%,0,,,,,,,,,,,,,,,,2697,887,67.11%,1810,0,0,761,0,0,0,0,29,0,77,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,随云,11,,,,,,,,,,,,,,,,
上海,汽车,量产,2024/5/25,2024/5/15,0104010014,PTFE灰色 2.25*4*24.63 10110271570008,PTFE灰色,滑动密封垫,24053138,PTFE,,,6400,6400,100.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,燕秀梅,6720,90,98.66%,6630,0,0,86,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,刘利利,3,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/25,2024/5/21,0101020211,VMQ蓝色50邵A Seal Mat 自出油,VMQ蓝色,定制异形件,2024053169,,,,585,,0.00%,0,,,,,,,,,,,,,,,,585,25,95.73%,560,0,0,14,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,刘利利,2,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/25,2024/5/21,0101020211,VMQ蓝色50邵A Seal Mat 自出油,VMQ蓝色,定制异形件,2024053110,,,,4530,,0.00%,0,,,,,,,,,,,,,,,,1083,83,92.34%,1000,3,0,63,0,0,3,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,刘利利,4.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/25,2024/5/21,0101020211,VMQ蓝色50邵A Seal Mat 自出油,VMQ蓝色,定制异形件,2024053110,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,2824,74,97.38%,2750,0,0,58,0,0,0,0,11,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,苏莹丹,11,,,,,,,,,,,,,,,,
上海,汽车,量产,2024/5/25,2024/5/20,0104010014,PTFE灰色 2.25*4*24.63 10110271570008,PTFE灰色,滑动密封垫,2024053137,PTFE,,,4800,4800,100.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,于鑫鑫,4736,186,96.07%,4550,0,0,173,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,曹长侠,3.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/27,2024/5/21,0101020211,VMQ蓝色50邵A Seal Mat 自出油,VMQ蓝色,定制异形件,2024053110,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,255,5,98.04%,250,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,苏莹丹,1,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/27,2024/5/21,0101020211,VMQ蓝色50邵A Seal Mat 自出油,VMQ蓝色,定制异形件,2024053110,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,306,16,94.77%,290,0,0,7,0,0,2,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,刘利利,1,,,,,,,,,,,,,,,,
上海,汽车,量产,2024/5/27,2024/3/12,0102010079,FVMQ橘红色60邵A 单向阀阀片 φ14.5*φ2.6*0.6,FVMQ橘红色,膜片,24012133,SF6041-XG,Q02528,0603010151,,,#DIV/0!,0,,,,,,,,,,,,,,,,4711,711,84.91%,4000,0,679,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,陈燕,5,,,,,,,,,,,,,,,,
上海,汽车,量产,2024/5/27,2024/3/12,0102010079,FVMQ橘红色60邵A 单向阀阀片 φ14.5*φ2.6*0.6,FVMQ橘红色,膜片,24012133,SF6041-XG,Q02528,0603010151,,,#DIV/0!,0,,,,,,,,,,,,,,,,7179,829,88.45%,6350,0,790,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,时光元,5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/27,2024/5/20,0101020225,VMQ绿色50邵A Seal Mat φ15.2*7,VMQ绿色,定制异形件,2024053110-2,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,1600,190,88.13%,1410,0,0,69,0,0,0,0,8,0,87,4,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,肖亚男,6,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/27,2023/10/17,0101020404,EPDM紫色70邵A BY07腰型密封圈 65.2*35.2*8.7,EPDM紫色,定制异形件,2023090099,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,641,34,94.70%,607,0,3,0,0,0,0,27,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,肖亚男,2.5,,,,,,,,,,,,,,,,
上海,半导体,样品,2024/5/27,2024/5/24,0101011367,FVMQ蓝色70邵A 2-392 582.68*5.33,FVMQ蓝色,O型圈（研磨）,2024042987,SF7067,23-SO-778,0601050350,52,33,63.46%,19,0,0,9,0,0,0,0,0,0,0,0,10,0,0,杨峭,33,5,84.85%,28,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,方园园,1.25,,,,,,,,,,,,,,,,
上海,工业,样品,2024/5/27,2024/5/23,0103020109,金属件 + 低温FKM黑色75邵A 结合件,FKM黑色,橡胶金属结合件,2024032686,KC7501118AVPL,2M02404180017,0604040088,261,207,79.31%,54,0,0,0,0,0,0,54,0,0,0,0,0,0,54,姚书川,206,187,9.22%,19,0,0,179,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,苏莹丹,1.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/27,2024/5/22,0101020211,VMQ蓝色50邵A Seal Mat 自出油,VMQ蓝色,定制异形件,2024053169,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,1387,407,70.66%,980,0,0,257,0,0,0,0,18,0,94,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,李春仙,6.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/27,2024/5/5,0101020262,FKM黑色75邵A A6-0625-291,FKM黑色,定制异形件,2024053026,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,2798,98,96.50%,2700,0,6,12,50,0,0,16,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,周志杰,3.5,,,,,,,,,,,,,,,,
外购,/,/,2024/5/27,/,0901030835,FKM黑色75邵A 55*4,FKM黑色,公制O型圈,/,/,/,/,1,,0.00%,0,,,,,,,,,,,,,,,,1,0,100.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,苏莹丹,0.08,,,,,,,,,,,,,,,,
