产地,产品类型,阶段,检验日期,生产日期,产品编号,规格型号,材质分类,产品分类,产品批号,原材料,原材料批号,模具编号,总数量,合格数,一次硫化合格率,"不合格
数量",一次硫化缺胶,"一次硫化开
裂",一次硫化杂质,型腔坏,一硫尺寸不合格,"一次硫化合模线
撕裂","一次硫
化粘模",一次硫化污染,"一次硫化
凹陷",一次硫化合模线粗,一次硫化流痕,一次硫化气泡,一次硫熔接不良,"一次硫化
其他",操作员,二次硫化检查总数pcs,"总不
合格数pcs","总合
格率%",最终良品数pcs,污染,"杂质
","表面
凹陷","合模线
凹陷",合模线撕裂,"粘胶
",粘皮,缺胶,断裂,毛刺,开裂 ,气泡,压痕,尺寸不合格,粘模,划伤,表面发亮异点,修边不良,油污,焦烧,堵孔,水印印迹,变形,合模线开裂,合模线分开,拉丝,裁断不良,"胶
不
熟",加工痕迹,生锈,流痕,熔接不良,色差,打磨过度,混料,激光不良,其他,检验员,工时数H,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/4,2024/4/26,0101020211,VMQ蓝色50邵A Seal Mat 自出油,VMQ蓝色,定制异形件,2024032711-9,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,1338,88,93.42%,1250,0,0,66,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,任菊,6.17,,,,,,,,,,,,,,,,
上海,汽车,量产,2024/5/4,2024/4/24,0102010043,FVMQ橘红色60邵A 异形阀片,FVMQ橘红色,膜片,24012151,SF6041-XG,Q02789,0603010150-H,,,#DIV/0!,0,,,,,,,,,,,,,,,,6158,328,94.67%,5830,0,240,0,0,0,12,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,杨连芳,4,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/4,2023/11/22,0101020259,FKM黑色75邵A C21-0750-1001,FKM黑色,定制异形件,2023100054,,,,1980,,0.00%,0,,,,,,,,,,,,,,,,1235,135,89.07%,1100,0,2,12,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,杨连芳,7,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/4,2024/4/21,0101020211,VMQ蓝色50邵A Seal Mat 自出油,VMQ蓝色,定制异形件,2024032711,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,860,70,91.86%,790,0,9,58,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,曹长侠,3.5,,,,,,,,,,,,,,,,
上海,半导体,样品,2024/5/4,2024/5/3,1202012210,FKM黑色70邵A 2-210 18.64*3.53,FKM黑色,美标O型圈,2024042974,HPE5021WR,2M02401300061,0601050253,160,152,95.00%,8,8,0,0,,,0,0,,0,,,0,,0,李云慧,152,25,83.55%,127,0,0,1,14,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,周志杰,0.5,,,,,,,,,,,,,,,,
上海,半导体,样品,2024/5/4,2024/4/30,0101011600,FKM黑色70邵A 1778*6.99,FKM黑色,O型圈,2024042851,HPE5021WR,2M02401300061,0601010631,9,4,44.44%,5,0,0,0,,,0,0,,0,,,0,,5,梁承刚,4,1,75.00%,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,周志杰,1,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/5,2023/11/30,0101020245,FKM黑色75邵A φ28.98*7.92 D-0750-469,FKM黑色,定制异形件,2023100054,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,643,103,83.98%,540,0,0,16,0,0,0,75,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,刘利利,2,,,,,,,,,,,,,,,,
上海,工业,样品,2024/5/5,2024/5/4,1202012240,FKM黑色70邵A 2-240 94.84*3.53,FKM黑色,美标O型圈,2024042974,HPE5021WR,2M02401300061,0601050117,70,61,87.14%,9,0,0,0,,,0,0,,0,,,0,,9,李云慧,61,6,90.16%,55,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,,0,张兆霞,,,,,,,,,,,,,,,,,
上海,汽车,量产,2024/5/5,2024/2/28,0104010014,PTFE灰色 2.25*4*24.63 10110271570008,PTFE灰色,滑动密封垫,2024022385,PTFE,,0603020001,6400,,0.00%,0,,,,,,,,,,,,,,,,6438,858,86.67%,5580,0,0,540,0,0,0,189,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,朱瑞哲,3,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/5,2024/4/27,0101020211,VMQ蓝色50邵A Seal Mat 自出油,VMQ蓝色,定制异形件,2024032711-9,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,1152,182,84.20%,970,0,3,40,0,0,0,0,21,0,37,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,时光元,3.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/5,2024/3/15,0101020298,FKM黑色75邵A 5孔氧传感器橡胶塞 φ8.8*φ12*10,FKM黑色,定制异形件,23120123-A,,A202422875,,,,#DIV/0!,0,,,,,,,,,,,,,,,,650,210,67.69%,440,0,0,44,0,0,0,35,26,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,时光元,2,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/5,2024/3/24,0101020298,FKM黑色75邵A 5孔氧传感器橡胶塞 φ8.8*φ12*10,FKM黑色,定制异形件,24020549-A,,A2024030496,,,,#DIV/0!,0,,,,,,,,,,,,,,,,1234,454,63.21%,780,0,0,206,0,0,0,17,120,0,0,0,0,0,0,38,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,姚月平,2.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/5,2024/3/22,0101020298,FKM黑色75邵A 5孔氧传感器橡胶塞 φ8.8*φ12*10,FKM黑色,定制异形件,2023120123-A,,B2024030387,,1074,,0.00%,0,,,,,,,,,,,,,,,,1070,750,29.91%,320,0,0,0,457,0,0,21,127,0,0,0,0,0,0,26,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,姚月平,2,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/5,2024/4/22,0101020211,VMQ蓝色50邵A Seal Mat 自出油,VMQ蓝色,定制异形件,2024032711,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,841,22,97.38%,819,0,0,9,0,0,0,0,6,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,曹文文,2.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/5,2024/3/22,0101020298,FKM黑色75邵A 5孔氧传感器橡胶塞 φ8.8*φ12*10,FKM黑色,定制异形件,YP20240322,,A20240307010,,889,,0.00%,0,,,,,,,,,,,,,,,,878,158,82.00%,720,0,0,43,0,0,0,22,14,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,曹文文,2,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/5,2024/3/7,0101020298,FKM黑色75邵A 5孔氧传感器橡胶塞 φ8.8*φ12*10,FKM黑色,定制异形件,YP20240307-A,,,,6397,,0.00%,0,,,,,,,,,,,,,,,,3000,1500,50.00%,1500,0,0,343,0,0,0,22,0,0,862,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,,,,0,曹文文,6.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/5,2024/3/16,0101020298,FKM黑色75邵A 5孔氧传感器橡胶塞 φ8.8*φ12*10,FKM黑色,定制异形件,24020549-B,,A2024030708,,2277,,0.00%,0,,,,,,,,,,,,,,,,2275,275,87.91%,2000,0,6,31,0,0,0,9,0,0,223,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,陈燕,5.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/5,2024/3/15,0101020298,FKM黑色75邵A 5孔氧传感器橡胶塞 φ8.8*φ12*10,FKM黑色,定制异形件,23120123-A,,A2024022874,,2089,,0.00%,0,,,,,,,,,,,,,,,,2074,284,86.31%,1790,0,0,39,0,0,0,94,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,陈燕,5.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/5,2024/3/24,0101020298,FKM黑色75邵A 5孔氧传感器橡胶塞 φ8.8*φ12*10,FKM黑色,定制异形件,24020549-A,,,,1307,,0.00%,0,,,,,,,,,,,,,,,,1011,151,85.06%,860,0,0,19,0,0,0,42,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,陈安琪,3.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/5,2023/12/24,0101020259,FKM黑色75邵A C21-0750-1001,FKM黑色,定制异形件,2023120111,,,,3499,,0.00%,0,,,,,,,,,,,,,,,,1811,151,91.66%,1660,0,0,19,0,0,0,42,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,陈安琪,7.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/5,2023/11/22,0101020259,FKM黑色75邵A C21-0750-1001,FKM黑色,定制异形件,2023100054,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,722,72,90.03%,650,0,1,4,0,0,0,65,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,杨连芳,3,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/5,2024/4/17,0101020364,FKM黑色75邵A  A2112500215850,FKM黑色,定制异形件,2024042814,,,,1008,,0.00%,0,,,,,,,,,,,,,,,,1201,141,88.26%,1060,48,0,0,0,0,0,40,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,杨连芳,7,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/5,2024/4/29,0101020526,FVMQ红棕色57邵A  φ87.7*8.5,FVMQ红棕色,定制异形件,2024042901,,,,142,,0.00%,0,,,,,,,,,,,,,,,,127,41,67.72%,86,37,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,杨连芳,1,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/5,2024/4/26,0101020211,VMQ蓝色50邵A Seal Mat 自出油,VMQ蓝色,定制异形件,2024032711-9,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,965,68,92.95%,897,0,0,53,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,任菊,3.67,,,,,,,,,,,,,,,,
上海,汽车,量产,2024/5/5,2024/3/25,0102010072,FVMQ红棕色57邵A 平膜片 22.6*2.2*0.7,FVMQ红棕色,膜片,23121977,AFS-XG6006C,24-SO-110,0603010156-C,11376,,0.00%,0,,,,,,,,,,,,,,,,2046,46,97.75%,2000,0,0,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,任菊,2.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/5,2024/3/8,0101020298,FKM黑色75邵A 5孔氧传感器橡胶塞 φ8.8*φ12*10,FKM黑色,定制异形件,20240308-B,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,1327,537,59.53%,790,0,0,0,122,0,0,30,0,0,354,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,李春仙,2.17,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/5,2024/3/22,0101020298,FKM黑色75邵A 5孔氧传感器橡胶塞 φ8.8*φ12*10,FKM黑色,定制异形件,23120123-A,,A2024030706,,1470,,0.00%,0,,,,,,,,,,,,,,,,1468,852,41.96%,616,0,0,0,143,0,0,17,0,0,672,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,李春仙,2.83,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/5,2024/3/8,0101020298,FKM黑色75邵A 5孔氧传感器橡胶塞 φ8.8*φ12*10,FKM黑色,定制异形件,23120123-B,,A2024022773,,9872,,0.00%,0,,,,,,,,,,,,,,,,3125,625,80.00%,2500,0,0,79,0,0,0,23,160,0,297,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,姚月平,6.5,,,,,,,,,,,,,,,,
上海,汽车,量产,2024/5/5,2024/4/25,0102010043,FVMQ橘红色60邵A 异形阀片,FVMQ橘红色,膜片,24012151,SF6041-XG,Q02789,0603010150-H,30534,,0.00%,0,,,,,,,,,,,,,,,,2457,457,81.40%,2000,0,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,时光元,2,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/5,2024/4/23,0101020211,VMQ蓝色50邵A Seal Mat 自出油,VMQ蓝色,定制异形件,2024032711,,,,2652,,0.00%,0,,,,,,,,,,,,,,,,2023,273,86.51%,1750,0,0,172,0,0,12,0,0,0,71,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,刘利利,9,,,,,,,,,,,,,,,,
上海,汽车,量产,2024/5/5,2024/4/30,0103020084,铜 + 低温FKM黑色75邵A BODY-VALVE,FKM黑色,橡胶金属结合件,2024012132,KC7501118AVPL,2M02311210150,0601040032,1046,1041,99.52%,5,0,0,0,,,0,0,,0,,,0,,5,姚书川,916,2,99.78%,914,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,0,林顺春,11,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/5,2024/3/15,0101020298,FKM黑色75邵A 5孔氧传感器橡胶塞 φ8.8*φ12*10,FKM黑色,定制异形件,23120123-A,,A2024011531,,,,#DIV/0!,0,,,,,,,,,,,,,,,,1465,525,64.16%,940,0,0,159,0,0,0,38,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,曹长侠,4,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/5,2024/3/6,0101020298,FKM黑色75邵A 5孔氧传感器橡胶塞 φ8.8*φ12*10,FKM黑色,定制异形件,23120123-A,,B2023122767,,,,#DIV/0!,0,,,,,,,,,,,,,,,,5559,2559,53.97%,3000,0,0,1306,0,0,0,0,0,0,905,0,0,0,0,0,0,0,0,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,随云,11,,,,,,,,,,,,,,,,
上海,半导体,样品,2024/5/5,2024/5/4,1202012272,FKM黑色70邵A 2-272 240.89*3.53,FKM黑色,美标O型圈,2024043015,HPE5021WR,2M02401300061,0601010283,4,4,100.00%,0,0,0,0,,,0,0,,0,,,0,,0,于鑫鑫,4,0,100.00%,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,周志杰,0.25,,,,,,,,,,,,,,,,
上海,半导体,样品,2024/5/5,2024/5/4,1202012177,FKM黑色70邵A 2-177 240.97*2.62,FKM黑色,美标O型圈,2024043015,HPE5021WR,2M02401300061,0601050241,5,4,80.00%,1,1,0,0,,,0,0,,0,,,0,,0,于鑫鑫,4,0,100.00%,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,周志杰,0.33,,,,,,,,,,,,,,,,
上海,半导体,样品,2024/5/5,2024/5/3,1202012046,FKM黑色70邵A 2-046 107.67*1.78,FKM黑色,美标O型圈,2024042974,HPE5021WR,2M02401300061,0601050506,79,75,94.94%,4,3,0,0,,,0,0,,0,,,0,,1,于鑫鑫,75,0,100.00%,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,方园园,1.33,,,,,,,,,,,,,,,,
上海,半导体,样品,2024/5/5,2024/4/30,1202040004,FKM黑色70邵A 25.5*1,FKM黑色,定制O型圈,2024042974,HPE5021WR,2M02401300061,0601010665,248,239,96.37%,9,9,0,0,,,0,0,,0,,,0,,0,于鑫鑫,239,3,98.74%,236,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,周志杰,0.33,,,,,,,,,,,,,,,,
上海,半导体,样品,2024/5/5,2024/5/4,1210012117,FKM黑色60邵A 2-117 20.29*2.62,FKM黑色,美标O型圈,2024042974,HPE5021WR-60,B2023122201,0601050408,270,203,75.19%,67,0,0,0,,,0,0,,0,,,0,,67,彭炀,203,185,8.87%,18,0,0,26,55,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,周志杰,1.5,,,,,,,,,,,,,,,,
外购,/,/,2024/5/5,/,0901060059,丁腈橡胶邵A70度黑色23.52*1.78,丁腈橡胶,定制O型圈,/,/,/,/,,,#DIV/0!,0,,,,,,,,,,,,,,,,10000,7,99.93%,9993,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,张兆霞,,,,,,,,,,,,,,,,,
上海,汽车,样品,2024/5/6,2024/5/4,0101020719,FKM绿色60邵A 异型密封圈 φ48*1.5*4.9,FKM绿色,定制异形件,2024042955,KC6041033-B,2M02312190028,0604020391,414,337,81.40%,77,77,0,0,,,0,0,,0,,,0,,0,杨峭,329,124,62.31%,205,0,2,4,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,,,,0,张兆霞,,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/6,2024/3/6,0101020298,FKM黑色75邵A 5孔氧传感器橡胶塞 φ8.8*φ12*10,FKM黑色,定制异形件,23120123-A,,B2023122767,,,,#DIV/0!,0,,,,,,,,,,,,,,,,293,83,71.67%,210,0,0,35,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,随云,1,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/6,2024/4/23,0101020211,VMQ蓝色50邵A Seal Mat 自出油,VMQ蓝色,定制异形件,2024032711,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,231,51,77.92%,180,0,0,40,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,刘利利,1,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/6,2023/12/24,0101020259,FKM黑色75邵A C21-0750-1001,FKM黑色,定制异形件,2023120111,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,1359,99,92.72%,1260,0,0,16,0,0,0,73,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,陈安琪,4.5,,,,,,,,,,,,,,,,
上海,汽车,量产,2024/5/6,2024/4/30,0103020084,铜 + 低温FKM黑色75邵A BODY-VALVE,FKM黑色,橡胶金属结合件,2024012132,KC7501118AVPL,2M02311210150,0601040032,,,#DIV/0!,0,,,,,,,,,,,,,,,,118,3,97.46%,115,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,林顺春,1.5,,,,,,,,,,,,,,,,
上海,半导体,样品,2024/5/6,2024/5/5,1202012135,FKM黑色70邵A 2-135 48.90*2.62,FKM黑色,美标O型圈,2024042974,HPE5021WR,2M02401300061,0601050075,107,81,75.70%,26,0,0,0,,,0,0,,0,,,0,,26,李云慧,81,7,91.36%,74,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,周志杰,0.33,,,,,,,,,,,,,,,,
上海,半导体,样品,2024/5/6,2024/5/5,1202012121,FKM黑色70邵A 2-121 26.64*2.62,FKM黑色,美标O型圈,2024042974,HPE5021WR,2M02401300061,0601050065,103,99,96.12%,4,0,0,0,,,0,0,,0,,,4,,0,杨峭,99,5,94.95%,94,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,周志杰,0.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/6,2023/12/21,0101020259,FKM黑色75邵A C21-0750-1001,FKM黑色,定制异形件,2023110023,,,,1006,,0.00%,0,,,,,,,,,,,,,,,,992,172,82.66%,820,0,6,0,11,0,0,22,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,李春仙,2.83,,,,,,,,,,,,,,,,
上海,汽车,量产,2024/5/6,2024/3/25,0102010072,FVMQ红棕色57邵A 平膜片 22.6*2.2*0.7,FVMQ红棕色,膜片,23121977,AFS-XG6006C,24-SO-110,0603010156-C,,,#DIV/0!,0,,,,,,,,,,,,,,,,9164,244,97.34%,8920,0,223,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,任菊,9,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/6,2024/3/7,0101020298,FKM黑色75邵A 5孔氧传感器橡胶塞 φ8.8*φ12*10,FKM黑色,定制异形件,YP20240307-A,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,3329,1709,48.66%,1620,0,0,382,0,0,0,20,0,0,957,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,,,,0,曹文文,7.5,,,,,,,,,,,,,,,,
上海,汽车,样品,2024/5/6,2024/4/26,0903010073,PI 黄褐色 φ7.6*0.15,PI黄褐色,塑料件,2024042965,,,,90,,0.00%,0,,,,,,,,,,,,,,,,90,40,55.56%,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,时光元,0.5,尺寸报废,,,,,,,,,,,,,,,
上海,汽车,样品,2024/5/6,2024/5/6,0903010073,PI 黄褐色 φ7.6*0.15,PI黄褐色,塑料件,2024042965,0304020050,,0603010164,80,,0.00%,0,,,,,,,,,,,,,,,,80,5,93.75%,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,时光元,0.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/6,2024/3/8,0101020298,FKM黑色75邵A 5孔氧传感器橡胶塞 φ8.8*φ12*10,FKM黑色,定制异形件,23120123-B,,A2024022773,,,,#DIV/0!,0,,,,,,,,,,,,,,,,4046,1046,74.15%,3000,0,0,117,0,0,0,31,286,0,548,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,姚月平,11,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/6,2024/4/23,0101020211,VMQ蓝色50邵A Seal Mat 自出油,VMQ蓝色,定制异形件,2024032711,,,,1870,,0.00%,0,,,,,,,,,,,,,,,,1641,241,85.31%,1400,0,0,152,0,0,0,0,7,0,33,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,随云,10,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/6,2024/4/19,0101020211,VMQ蓝色50邵A Seal Mat 自出油,VMQ蓝色,定制异形件,2024032606-1,,,,,,#DIV/0!,0,,,,,,,,,,,,,,,,1033,33,96.81%,1000,0,0,21,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,苏莹丹,10,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/6,2023/12/21,0101020259,FKM黑色75邵A C21-0750-1001,FKM黑色,定制异形件,2023110023,,,,3582,,0.00%,0,,,,,,,,,,,,,,,,298,18,93.96%,280,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,任菊,2,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/6,2023/12/21,0101020259,FKM黑色75邵A C21-0750-1001,FKM黑色,定制异形件,2023110023,,2M02311290157,,,,#DIV/0!,0,,,,,,,,,,,,,,,,866,46,94.69%,820,0,0,16,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,曹文文,3.5,,,,,,,,,,,,,,,,
上海,汽车,量产,2024/5/6,2024/3/25,0102010071,FVMQ米黄色60邵A 平膜片 18.6*2.2*0.7,FVMQ米黄色,膜片,23121905,AFS-XG6005,23-SO-808,0603010106,13440,,0.00%,0,,,,,,,,,,,,,,,,13426,486,96.38%,12940,139,330,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,刘利利,10,,,,,,,,,,,,,,,,
上海,汽车,量产,2024/5/6,2024/3/26,0102010072,FVMQ红棕色57邵A 平膜片 22.6*2.2*0.7,FVMQ红棕色,膜片,23121977,AFS-XG6006C,24-SO-88,0603010156-C,11216,,0.00%,0,,,,,,,,,,,,,,,,6646,646,90.28%,6000,0,515,59,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,陈安琪,6.5,,,,,,,,,,,,,,,,
安徽,汽车,量产,2024/5/6,2024/12/22,0101020259,FKM黑色75邵A C21-0750-1001,FKM黑色,定制异形件,2023020056,,,,2084,,0.00%,0,,,,,,,,,,,,,,,,2072,82,96.04%,1990,0,1,0,0,0,0,66,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,杨连芳,11,,,,,,,,,,,,,,,,
外购,/,/,2024/5/6,/,0903010052,HDPE 格莱圈,/,塑料件,/,/,/,/,183,,0.00%,0,,,,,,,,,,,,,,,,183,4,97.81%,179,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,0,朱瑞哲,1.5,,,,,,,,,,,,,,,,
上海,汽车,量产,2024/5/6,2024/4/25,0102010043,FVMQ橘红色60邵A 异形阀片,FVMQ橘红色,膜片,24012151,SF6041-XG,Q02789,0603010150-H,,,#DIV/0!,0,,,,,,,,,,,,,,,,13075,3075,76.48%,10000,0,3071,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,时光元,10.5,,,,,,,,,,,,,,,,
